"","GSM445939","GSM445940","GSM445952","GSM445965","GSM445966","GSM445995","GSM446005","GSM446015","GSM446019","GSM446020","GSM446030","GSM446032","GSM446033","GSM446035","GSM446036","GSM446037","GSM446038","GSM446039","GSM446047","GSM446056","GSM446088","GSM446102","GSM446119","GSM446120","GSM446127","GSM446143","GSM446147","GSM445923","GSM446023","GSM446027","GSM446058","GSM446059","GSM446096","GSM446099","GSM446115","GSM446117","GSM446118","GSM446124","GSM446130","GSM446137","GSM446140","GSM446142","GSM446145","GSM446148","GSM446149","GSM446151","GSM445922","GSM445935","GSM445938","GSM445943","GSM445950","GSM445959","GSM445964","GSM445970","GSM445972","GSM445983","GSM445989","GSM445990","GSM446010","GSM446017","GSM446025","GSM446034","GSM446051","GSM446054","GSM446055","GSM446057","GSM446066","GSM446067","GSM446123","GSM446125","GSM446128","GSM446129","GSM446139","GSM446146"
"RSL24D1",9.083755744,8.40985788,9.543766295,10.06623395,9.33953762,10.04899661,9.231121509,10.18278227,9.707701568,9.425150107,10.8178861,10.62481332,10.4347879,10.31502173,10.014713,10.5626941,9.676766255,10.43565491,10.47069228,10.74313358,9.983515203,9.347003663,9.34153007,9.688250497,10.24002444,10.37607155,9.635832197,8.961530691,9.690344874,10.37715399,9.695562229,10.02186313,9.650603563,9.412249513,9.179186475,9.733846565,9.102971258,10.06293747,8.97531072,9.204876732,9.272582422,7.775222404,9.142896023,9.551247223,10.0128376,8.79661121,10.58978656,10.15688767,10.18239799,11.15017609,9.919985239,9.733490067,10.37500029,10.09581421,11.14449604,10.41538702,10.18001184,10.82117038,10.30236864,9.583275738,9.745432644,11.17545043,9.920209581,10.29883586,11.18675655,11.16916806,10.43919485,9.798808173,9.32692689,9.564394708,9.96247725,10.07189521,10.25080429,10.35284827
"CS",8.983892556,8.115078585,9.194087351,9.602469065,9.112232538,9.606485987,9.279498105,9.138997623,9.022260074,9.004266208,9.474860169,9.614283567,9.099237633,9.151923147,9.159916614,9.353996227,9.001319761,9.453697399,10.00046353,9.450904825,9.091246264,9.387884837,9.758414377,10.00067191,9.99162619,9.740744207,9.697607718,9.426244844,9.541493189,9.641002865,9.040947474,9.27281706,9.296925106,9.604359063,9.705878449,9.735661218,9.505428099,9.424421233,9.178160687,9.43777429,9.740770474,8.503476144,9.207590686,9.466420189,9.55525776,8.624041759,9.157271344,8.991830272,9.060449444,9.150599064,9.053871138,9.567408584,9.335261872,9.734011711,9.136714606,9.449678331,8.723892462,9.223296703,8.583310671,9.494786435,8.129670673,9.354091035,9.750915071,9.979882827,9.622735561,9.360883126,9.6345247,9.744449075,9.760720147,9.887729083,9.757474967,10.12143092,10.03649112,10.29923307
"HMGB1",9.092013383,8.449989758,9.645900975,9.676026531,8.926509996,9.673652318,8.399717785,9.525304219,9.015094412,9.098567978,9.878993864,9.614151111,9.184565109,9.746136301,8.964299697,9.450019701,8.929463424,10.07117301,10.03305528,10.13682671,8.999378633,9.568468505,9.404816739,9.44460365,9.92675643,9.91667709,9.18877792,9.605017259,9.184007963,10.34035275,9.423680863,9.252312633,9.83421974,9.926564816,8.772911551,9.670212961,9.042651296,10.02143948,9.284929919,9.847852011,9.217891404,8.635073643,9.632036041,9.607508953,10.19322855,8.07299497,10.50934173,9.63882814,9.755263677,10.29909774,8.975338895,9.313914774,10.1266049,10.60584601,9.944107418,9.284986615,9.384378503,9.740152612,9.576686011,9.256922142,8.278355725,9.353101638,9.601287129,9.671568225,9.922158106,9.919274513,9.746762271,10.18403686,9.138168771,9.936773463,10.20629728,9.487913518,9.5796962,10.30423041
"COX6B1",10.52423304,8.842273955,10.73650599,10.74945601,10.50623402,10.65078369,9.327862034,10.68178621,10.80553002,9.988346134,10.41134153,10.96865715,11.11483129,10.58974706,10.47854709,10.75656889,10.38753778,10.58737937,10.64201321,11.15200505,11.08062181,10.68969017,10.24754675,10.57932143,10.18176571,10.40326888,10.06727747,10.66526736,9.771634378,9.978076163,9.735421764,9.543639346,10.04500617,10.70232445,10.08351031,10.81992661,10.28960617,9.989621716,10.23782563,9.77377537,10.11795383,8.774612155,9.812202913,10.34582647,10.24363455,8.561956602,11.18027402,10.70526181,10.81279585,10.6372807,10.14576438,10.60880277,10.55348159,10.79334184,11.17269965,9.743686444,10.67615087,10.22046804,10.21051927,11.4169244,9.777380127,10.78614993,11.01755578,11.0745973,11.02422319,11.1429936,10.37380043,10.14307103,10.26158503,10.31555484,10.09965112,10.13216633,10.02452106,10.2606322
"DYNLL1",8.509517463,8.328981316,9.546571929,10.00996284,9.59355022,8.124912229,7.600065476,8.168427237,10.65694007,10.15466197,8.163664504,8.60653567,10.00316478,8.411460903,7.715258026,8.384656606,8.170567357,7.37633701,8.743715369,9.054272064,9.364391205,9.654337855,10.21929355,10.80645063,8.472104135,9.405015435,9.761723088,11.12765472,8.403942235,9.420759855,8.728370505,10.01530108,10.28261803,11.07726561,10.84592902,10.99707956,10.76491571,10.54140073,10.61905776,10.62172382,10.86459262,9.470682737,10.52355251,10.55575419,10.29235876,8.322242464,11.40306587,10.24308249,11.27360214,8.91542315,10.28899029,9.752599147,8.397397868,10.97327746,8.752173612,7.754281633,8.685209533,8.772755398,8.730359431,9.856069282,8.728016497,9.339584352,10.71720581,9.039514626,10.08782203,8.968867237,8.129975536,11.01219014,10.22290522,10.54016852,10.57759088,8.2382237,8.754095196,10.90328855
"ATP6V0C",9.879168269,8.332408522,9.627447713,9.973212836,10.33384043,10.97165875,9.611379217,9.789595925,9.620481779,9.424340162,9.56380493,9.717912817,9.509300475,10.3606415,9.453399199,9.386364164,9.957799093,10.25928021,10.5922038,10.44509142,10.40884558,10.39205435,10.00601282,10.15600495,10.94366807,10.56199099,10.53775354,10.7674623,10.61090087,10.75144876,10.56725737,10.41844593,9.999794626,10.47429518,9.828779404,9.607211079,9.888335747,9.850877106,9.994539414,10.16296934,10.44106764,8.688543649,9.534582503,10.55499951,10.34611694,9.468163164,9.693718932,9.482645272,9.35076497,9.776184289,9.187998659,9.81898467,9.673803738,9.595439206,9.961030115,10.26848512,9.126709007,10.21599627,9.520220031,9.754285686,8.482277388,10.38121241,9.97385647,10.30305803,10.13942026,10.49351403,10.59016321,10.0032514,10.27395857,9.802697934,9.536112307,10.04046567,10.41878247,9.867712032
"PTDSS1",9.338157475,7.566056708,9.50001158,9.743432664,8.942962046,9.074539301,8.176282678,9.208132646,9.170064616,8.989259372,9.535770404,9.470180266,9.166654785,8.684381954,9.230480271,9.64852666,8.600058698,9.069978599,9.610401902,9.315843803,9.154461818,9.045075954,9.771939339,9.776020172,10.01660234,9.639552448,8.976998511,9.521739754,8.799415131,8.910405301,7.900534539,9.024940238,8.071583713,8.564300279,9.483791126,9.494488451,9.138716633,9.73512108,9.104403707,9.271231486,9.28625078,8.225906787,9.426290936,8.520365653,8.637812427,7.357058258,9.302483679,8.584173461,9.005498215,9.194767479,8.935163631,9.257905682,8.837536117,9.808448677,9.250065051,8.873380181,8.531026514,9.036002034,8.55486103,9.188621093,8.304611075,9.522221699,9.231760485,9.422191343,9.356599777,9.570978775,9.013842836,9.026296341,9.490590685,10.3093693,9.305192679,9.598875098,10.06059626,10.33721504
"LTA4H",9.690285647,8.626887229,9.736887329,10.08641645,10.71412732,9.420614397,8.112514646,9.656701809,10.60687971,8.928587992,9.829224286,10.04340345,10.00132741,8.654147901,9.469464543,9.222957131,9.490420156,10.41184879,9.567017189,9.4816495,9.324568494,9.28376198,9.507863673,9.292025682,9.651076878,9.340747596,10.56382305,8.418526043,8.058820381,9.309907934,7.564870398,8.130352523,8.212819406,8.25548171,8.518603998,9.029625016,8.416827808,8.890708994,8.57543268,8.649890524,8.458980018,7.607091068,8.735923636,8.572839797,8.340072414,7.285186136,9.393984312,9.233474008,9.171002731,9.235441397,9.487741617,9.19466031,9.54944596,9.852100463,9.44138346,9.81921079,9.308175942,9.502272635,9.058185206,9.566889659,9.270622388,9.67671438,8.792590859,9.345534059,9.851008244,9.662772833,8.713981305,9.015039394,9.300028332,8.822578868,9.259543929,9.638398025,9.771357441,10.14929359
"GPX4",10.21273089,8.076345209,10.01862728,10.2672248,10.18940992,10.23951197,9.141267508,10.09433449,10.13160715,9.522917136,9.991639653,10.11848441,9.894487943,9.850879329,9.789946645,9.53400894,10.20820185,10.37144003,10.57879565,10.37603857,10.33521592,10.25421747,10.02553432,9.95563322,10.40036175,9.632979984,9.588943299,9.994708669,9.118335682,9.371447577,9.12856108,9.432175055,9.074209017,9.579536571,9.108066318,9.949809162,9.540309351,9.489611503,9.914970208,9.269532956,9.461012443,8.530665947,9.116436791,9.294220023,9.513751339,8.019313942,10.33824678,10.2735099,9.603369524,10.11875542,9.518919941,10.23302559,9.983555139,10.49880118,10.20529193,9.822090956,9.563715802,10.0179683,9.798571724,10.27593953,8.961117017,9.955224659,10.02251236,10.52992822,10.63671979,10.65181569,10.00414403,10.19648231,9.688574794,10.50904224,10.0080745,10.24193842,10.2670952,10.08695573
"COX7A2",11.04362336,8.998773322,11.03456401,11.32270379,10.60217353,10.57093149,10.40070591,11.20135516,11.3419192,10.84920621,11.77578035,11.82260006,11.9576289,10.96943155,11.54087128,12.10337639,10.6119296,11.09830637,11.50202911,12.09940394,11.66720819,11.24429641,10.28703592,10.84943789,10.63930794,10.47437391,10.49553163,11.7344641,10.30375528,10.97850215,10.39857988,10.4675228,10.19267064,11.19966816,10.61950284,11.09201487,10.96654863,10.55853104,10.14243117,10.78074517,11.1831791,9.005686556,10.35034976,10.92098483,10.91561691,9.122998587,11.89959476,11.08602172,11.39856546,11.73367528,10.77375834,11.07889727,11.61498755,11.51476631,11.62457293,10.40319703,10.82824278,10.98721231,10.72949061,11.24292798,10.68615988,11.73313708,10.9170825,11.286183,11.65438113,11.8228764,10.7149549,10.66937073,10.35151992,9.849569161,10.26776164,10.49399549,10.51643598,10.6177397
"LYPLA1",9.399707739,8.177253945,9.759335694,10.30493205,9.739243023,9.593912403,8.267736917,9.812538063,9.679366057,9.233635404,11.37082468,10.59578626,10.02944457,9.262716737,10.50784421,11.29019016,9.343160877,10.14972989,10.76981507,10.74691808,9.867889627,9.719317739,9.401133126,9.711282398,10.13741746,10.00120399,10.26828084,9.89489018,8.613187145,9.182197375,9.072026595,8.663787637,8.737945325,8.529791515,9.269849557,9.175496333,9.033392978,9.150337472,8.047675511,9.637995823,9.42462047,7.43016992,9.069442791,9.565118068,9.148705885,8.318733271,10.92729286,10.12845681,10.05222547,10.88509294,10.24941443,10.47062036,10.2129826,10.63509439,10.97638725,9.681764164,9.137670062,10.32772076,9.201926582,9.764334318,9.781267875,10.86814608,9.728708908,9.955955646,10.68495042,11.10437777,10.1104471,10.872132,9.372636973,9.462298081,10.16251953,9.987272477,10.11571282,10.96065186
"ATP6V0B",9.836308269,8.285534829,9.712662661,10.13924604,10.07523247,10.68314693,9.157446475,9.584924822,10.01167376,9.353075066,9.997698858,10.297632,9.820375211,9.992749659,10.49256873,10.37121398,9.867020628,10.6942255,10.17986317,10.50569585,10.31436079,9.874789881,9.35820276,9.798018981,10.42507085,10.14059194,10.02042203,10.59364314,9.650374464,10.23538194,9.932210566,10.11827032,9.259506874,10.14436616,9.864026594,9.436406923,10.04889148,9.361120494,9.956944114,9.884191312,10.41285964,8.142248335,9.370479619,9.937037303,9.732455515,8.882283525,10.14460767,9.570636534,9.78965881,9.34763001,9.420003092,9.658454509,9.501738188,9.633820648,9.654596444,9.699638675,9.052326846,9.499470652,9.085353717,9.154138642,8.074046508,10.26419095,9.456752644,9.415647446,9.976496671,9.831233005,9.470147013,9.558821162,9.699420472,9.817983642,9.124270646,9.472685712,9.303874061,9.846463477
"GMFG",10.71549721,9.071712821,10.83908579,10.83327026,10.58368886,10.41229773,9.135269623,10.82111969,10.85842089,10.12670897,10.67876909,10.58983124,11.42438406,10.38375659,10.15259054,10.32753221,10.25183083,10.57118715,10.59378923,11.14863508,10.7935106,10.64619238,9.932326923,10.35955198,10.20092843,10.3284886,10.41371213,10.51545763,9.542078465,9.972161375,9.494958099,9.806746158,9.777021501,9.924664804,9.786947443,10.12645333,9.852285795,9.948397171,9.387637457,9.412956952,10.04057493,8.591799507,9.5552846,9.742590489,9.770375327,8.390083056,11.18455832,10.61019485,10.23973406,11.21794351,10.66817605,10.63608201,10.52381107,10.84319396,10.89800378,9.843225363,10.50452736,10.36204527,10.681889,10.58883816,10.38022851,10.79791929,10.54595116,10.39866051,10.59563507,11.15620893,10.1646301,10.51884176,10.12875992,9.937977474,10.30299682,10.83673648,10.42852558,10.49422173
"PRR13",9.78551573,8.244013939,9.808126728,9.892734097,9.638553233,9.80414829,7.986222056,9.678044288,9.730454355,9.046833324,9.182389635,9.294384213,9.788182149,8.983003503,8.782039631,8.698079115,9.126921241,9.314236257,9.816260085,9.73189551,9.869037622,9.76802864,8.940605624,9.497193802,9.783623299,9.971017095,10.14188958,10.19815324,9.026520259,8.983141778,9.001749082,9.530149012,8.99186951,9.459765844,8.978368144,8.896759779,9.047058613,9.229587812,8.909261694,9.162507105,9.413436713,7.494448245,8.88081233,9.372208497,8.954687337,8.002343513,9.525478611,9.398126723,9.507513302,9.625874893,9.258493806,9.60299098,9.286607549,9.772930235,9.56876074,8.712722463,8.742897096,9.398375248,9.262873208,9.484103152,8.176910854,9.489854616,9.496011591,9.540514242,9.306305445,9.872079018,9.406069606,9.301325549,9.401992221,9.643892546,9.333420862,9.460206485,9.265994261,9.628625701
"OST4",9.165107499,8.027998128,9.841272744,9.988701282,9.518136717,10.15875017,8.798577391,10.10674562,10.47912522,9.883175388,9.74191549,10.10294094,10.02562677,10.02846891,9.554872161,9.862506537,9.820288856,10.10659636,10.43176298,10.68012207,10.36369849,9.894423192,9.50282781,9.631178821,9.99669943,9.83422563,9.529334078,10.68741057,9.788860782,9.756329771,9.70466267,9.714413046,9.743677297,10.51920796,9.393953573,9.939511854,9.713975665,9.971184461,10.18610699,9.823229652,10.14330134,8.458897823,9.659629395,10.40860979,10.0906515,8.419919918,10.36308244,9.827920908,10.08091439,10.04970246,9.747122384,9.445262297,10.1160844,10.10890209,10.25418471,9.180599527,9.444311474,9.619137053,9.117626736,9.887473749,8.897624322,10.47125188,9.72743068,10.09890283,10.09658307,10.69005265,9.812886766,10.06124149,9.583707137,9.716411063,9.379864568,9.667649465,9.58572361,9.778085849
"TSPO",9.69114265,7.945200867,9.312652615,9.789107542,10.36248116,11.202033,8.507039305,9.703854976,10.14722203,9.130649915,8.451398164,9.187127263,9.67154156,9.375827451,8.875146999,8.003286798,9.795692928,10.08956819,10.29493916,10.88009242,10.06714128,10.41643903,9.524308385,9.916017109,10.66571537,10.60318032,10.35066047,10.41942741,8.827322713,8.749853659,8.90284249,9.209330911,9.138306712,9.704560012,8.683046832,8.770407712,9.104311498,9.030221083,9.319040398,9.394648968,9.878111641,7.803182902,8.953453312,9.234690852,8.825839444,8.003206618,8.868504618,9.031987785,8.96133943,9.318496826,9.183682004,9.084854004,9.344700669,9.596766857,8.781585398,8.228223008,7.820060649,9.174189104,7.244980623,8.994077724,7.960803167,9.851934276,8.941199886,9.269301367,9.132157204,9.341575521,7.859887087,9.707681087,9.97747684,10.15665794,8.868263193,9.433286547,9.368863576,10.23908588
"TUBB6",9.540044496,8.469126514,9.753402838,9.0100559,9.515430727,9.830763366,9.885589806,9.243859493,8.550005313,9.364577119,10.09526575,10.17140452,8.903535607,8.696475712,8.346503435,7.622940533,9.738243667,10.21994877,9.821471097,10.01875765,9.292459169,9.485603525,8.29809866,10.23734802,9.384456334,9.292605981,9.287063101,10.64344758,9.463995172,9.944569654,9.529238537,9.811739144,9.853571898,10.38378521,10.18478582,9.830271464,10.33290318,9.419561538,9.29538022,10.21245742,10.01365907,8.317191116,9.419519635,10.16110831,9.950834221,9.51233068,9.274575658,9.97670475,9.409182691,9.454472922,9.883270798,10.17063475,9.148601591,9.844309329,10.06406239,9.986513183,8.64991221,10.16134639,9.801472795,9.94307906,7.838924493,9.540831291,10.10679906,10.32102029,10.40102663,9.198253598,9.326932583,9.836623545,9.890092294,10.14614221,9.301824602,9.836899346,9.307549287,9.744294399
"HCLS1",9.513816345,8.51584398,9.458847993,9.598626759,10.32288218,10.21830138,7.374812303,9.256537986,9.845277476,8.113635454,8.104291084,7.947954765,9.743849049,8.401198144,8.51146778,7.483439688,8.025068314,8.928643344,9.093354404,9.124842143,9.111767516,9.412790579,9.776485592,9.741895889,9.639031394,9.63377297,10.64738968,9.925025004,8.977602221,9.035422772,9.39501345,9.463770809,9.529467359,9.57065018,9.20332056,8.954240821,9.087541458,9.11006593,9.430989713,9.934925875,10.03635746,7.703338685,9.156600704,9.966353624,8.574713707,8.453976552,8.943913121,8.767962491,9.209454814,8.984632734,8.844945339,9.236718417,8.226338578,9.437332938,8.50199497,7.18661841,7.601202112,8.055419342,8.099080513,8.855729816,7.965163862,8.374200114,9.013936739,8.557058989,8.147407714,8.969308234,8.4830873,9.44582389,9.944721282,9.683746403,9.606336678,9.03523427,9.180734754,10.11379724
"DAD1",9.22473874,8.08919822,9.822359539,10.03180919,9.145686468,9.421766108,8.836206881,9.628718071,9.774561758,9.674773839,9.282082296,9.517116856,10.1286258,9.352076768,8.316860577,9.038978147,8.381462773,8.880199771,10.84797127,11.78934403,10.26102229,10.23714766,10.0193038,9.766063666,10.21133209,9.367950646,9.445854793,10.26148694,9.548095751,10.44324742,9.244303551,9.946580495,9.674985723,10.42631477,9.75785492,9.556323273,9.299723618,9.40205114,9.788974456,9.821733566,10.06162504,8.500866207,9.709948644,10.55851563,10.50405532,8.735390453,11.28083002,10.1938354,10.72658087,10.67414809,10.29200803,9.951568883,10.11350955,10.9755425,9.966488277,9.287924112,9.925416674,10.16504317,10.18394339,9.270149788,9.673928525,10.71446702,10.32210561,10.89067196,10.40920408,10.32018233,9.763193381,9.846346194,9.561213964,10.97773943,9.794254852,10.08003417,10.09096731,10.02647946
"CTSA",9.574722294,8.334109188,9.465043349,9.104020666,9.628021798,9.750138885,8.603138209,9.747839696,9.83944309,9.004985928,8.520362268,8.648128639,8.80568716,8.709196273,8.372504087,8.273378437,9.009892799,9.48110139,10.12675548,9.69341827,9.777081713,9.451177729,9.822220757,10.0658146,9.656685158,9.826667919,9.690317953,10.46514872,9.303982528,9.854907166,9.488508014,10.16704936,9.325088067,10.16855987,9.606386271,9.20709469,9.540758056,9.964142344,9.531741809,9.693099787,9.834920474,8.387049194,9.658928304,9.52564379,8.817805279,8.546961102,9.005369302,8.997759937,9.045817191,8.850333335,8.568366954,9.162496441,8.90347231,9.201397101,9.098424258,7.254867089,6.837685288,8.598427544,8.337499749,9.314079194,7.399982069,8.817089163,9.373608953,9.05507257,8.880828583,9.86160069,8.931270637,9.017437121,9.193934942,9.850932966,9.310874834,9.339825742,9.061395592,9.44349791
"HDGF",9.011802555,7.806754513,8.811797061,8.81064363,8.594507375,9.037815319,8.122077181,8.956090366,8.267208197,8.523382045,8.681322607,8.592715403,8.859629382,8.637278362,8.31156686,8.49538518,8.492976401,8.531082243,9.371453641,9.476338873,9.0521011,8.97468611,8.895078576,9.225727822,9.413640992,9.061367997,8.991073259,9.746838554,9.27996048,9.70396229,8.929259973,9.350582731,8.717000459,9.178220517,9.58194811,9.715310371,9.612434578,9.439009704,9.760796911,9.489717425,9.593970724,7.952655407,9.282985456,8.796549193,9.394332186,8.120164114,9.221592391,8.7815982,8.431051312,8.331601162,8.509892857,9.210667293,9.216731206,9.494966917,8.79113777,8.867162669,8.697923318,8.901912466,8.340371687,8.951429984,7.830080128,9.031094568,9.409782534,9.420762667,9.176194212,9.252029378,9.184001428,9.157084532,9.405470932,9.35867268,9.220533087,10.12542994,9.334143704,9.58665418
"MYB",8.733899048,7.548320558,8.788937548,9.621333345,8.089482819,7.032220338,7.189457177,8.264773214,8.633983899,7.660107781,8.593521622,8.067747549,8.897409548,7.5826314,8.027967055,7.840039578,7.195946297,7.390462446,8.156913854,8.107218783,8.249855834,8.45187323,9.339229302,9.864575412,8.635621656,8.809479122,7.839042727,9.793947453,8.100698328,9.001260812,7.520016248,9.020757263,9.167668154,10.10650501,9.415589624,10.65719952,9.895325301,10.16106159,9.824114304,9.734518708,10.07525826,8.746317828,10.35184888,8.054679447,8.834900433,7.023225944,9.968760744,8.274132346,9.55050697,8.991241605,9.484814467,9.021716968,8.589617206,10.99399347,8.758594983,7.655837598,8.498048324,8.953332096,8.006507164,8.4226829,8.027000171,8.196906365,9.285295606,8.240933502,7.835034347,8.754059957,8.388473402,9.490685609,8.284062303,9.976457916,10.02175314,9.964705435,9.16586646,10.36752251
"NDUFA12",9.525899429,8.498490165,9.666663525,9.752284592,9.82638123,10.19282711,8.104533381,9.797994739,10.16302081,9.507838529,10.00351044,10.06327526,10.12400668,9.977779774,9.59926189,10.16505012,8.605898521,10.08490122,10.57176621,10.68338265,9.942280267,9.813211939,9.493789247,9.92991092,9.644709451,9.803962083,9.723597273,10.33597101,9.162014742,9.825242605,9.87979124,9.402889835,9.765879997,10.26551493,9.802784231,9.713898735,9.755044659,9.567259839,9.32251508,9.824133567,9.718383835,8.678292095,9.516440428,10.31390503,9.809364422,8.298410701,10.35702707,9.910831469,10.38779877,10.15175826,9.555723306,9.662396416,9.864767982,10.04584781,9.967651928,9.614613134,8.561733694,9.072029479,8.801709094,9.12978618,8.922608925,9.724723679,9.772277708,9.575998838,9.559162143,10.17156934,9.34367494,9.843017985,9.295724395,9.401785866,9.448110608,9.002628023,10.04076152,9.849271078
"PTPN6",9.317952683,8.772555199,10.30948083,9.816223435,10.02927388,10.39161048,10.62326015,9.660362836,9.679431257,9.418675909,9.342876425,8.763015891,9.019559888,9.048289851,8.571646126,8.550721736,9.275720708,9.662685661,9.924140295,9.172911134,10.52303128,10.83762078,9.049071978,10.00290724,10.32255855,9.705214119,10.18067539,10.33283265,9.020846363,8.169361905,9.811456941,8.950082306,9.911503225,10.44499371,9.285744584,8.709463421,9.316681121,8.865904282,8.63992631,9.071459593,9.407020617,7.666638053,8.557770435,10.23218431,7.786794887,8.869184173,8.335424595,8.857204768,8.496573185,8.428915933,8.959537646,9.838124473,9.28217295,8.732696148,8.715669377,8.362805136,7.526015923,8.711585726,7.981545994,8.781994101,6.83538959,8.069998906,8.834068308,8.988009856,9.391048649,9.707555258,9.328855119,10.00851497,8.987576551,9.526729414,8.804329023,9.543927512,9.295246012,10.19174858
"ODC1",10.41590496,8.18247152,10.46437172,10.14599188,8.960586027,9.16318467,9.070624609,9.689319773,9.486731314,9.51452461,10.45269841,10.56322192,10.22275204,10.13138026,10.59059807,10.31991096,9.693159907,9.972610689,9.895708091,10.10609701,9.496910601,9.508305321,9.593017789,10.51216957,9.705578085,8.865958673,10.09440204,9.336740243,8.116715732,10.09843823,9.184603443,8.906404706,8.357600274,8.855314634,8.486242807,8.649487889,8.843964121,8.841863874,10.0832211,9.16588085,9.530542729,7.739089471,9.210334075,8.86594162,9.146740508,7.407420166,10.10326522,9.500668919,9.775731227,9.436976868,9.076272923,9.859185616,9.519750469,10.38917852,9.414968068,9.144843476,9.715264157,9.340736579,9.395517175,9.689334871,9.3247339,10.70681161,9.729916774,9.863064823,9.591192638,9.142515585,9.292085175,9.571727102,9.344028332,9.372184249,9.926677903,7.183394743,8.936555613,10.29960517
"ELF1",8.502820533,8.056327116,8.811571851,8.712520392,8.614662378,9.14115414,8.985393684,9.463398747,7.383973038,9.478608526,10.03645181,10.45233821,9.56825542,9.662936461,9.742728792,9.389917234,9.559552094,9.739868417,9.508739393,9.521219178,9.137907535,8.866635906,8.253460442,9.018983052,9.336147374,9.731781085,8.709169759,8.494643699,8.820139351,9.554095445,9.190993092,9.006807534,8.782646352,8.599898664,8.33626609,8.756609777,8.564229179,8.517987586,8.287512833,8.75663959,8.427470012,7.433392338,8.329541146,8.807607801,8.865024766,7.771074937,8.183971635,9.123876786,8.207006929,9.768252214,8.55970419,9.04029566,9.737401368,9.659449259,9.689456441,9.761370652,8.953296826,10.55360633,9.112564871,9.279073691,6.971399876,9.276290496,8.129858751,9.495893533,10.20262956,10.01217205,9.337055623,9.021904004,8.411952344,9.310821824,9.5804332,9.008963131,9.386077002,8.623724926
"MYD88",9.271370905,8.658937459,9.431044155,9.596091547,10.63147859,9.864032176,8.312073754,9.126727878,10.20012891,8.412563564,9.301006532,10.56926828,9.439772875,9.406579872,8.922657317,9.411791432,9.238762018,9.799013788,9.87162985,9.699410631,9.382528023,10.38093066,9.885321516,9.994747565,9.233066648,9.507810297,11.19385885,9.883906706,8.91538263,9.203274223,9.307190425,9.208114318,9.327225486,9.419824045,9.298627326,9.154816901,9.535775911,9.205078474,9.138552032,9.092930846,9.610232107,7.918203785,8.80111052,9.765444762,8.829761727,8.376302368,9.85169451,8.964174428,9.368099136,9.472067082,8.954547735,8.97074873,8.988149817,9.647185637,9.072776639,8.938518579,7.871135082,8.685239729,8.170546814,8.288819039,7.709069593,9.133502276,9.178336808,8.353055701,8.71411395,8.899269177,8.734502109,9.268040855,9.886089979,9.350995851,9.513927315,9.007027853,8.777661425,9.974555975
