"","GSM445939","GSM445940","GSM445952","GSM445965","GSM445966","GSM445995","GSM446005","GSM446015","GSM446019","GSM446020","GSM446030","GSM446032","GSM446033","GSM446035","GSM446036","GSM446037","GSM446038","GSM446039","GSM446047","GSM446056","GSM446088","GSM446102","GSM446119","GSM446120","GSM446127","GSM446143","GSM446147","GSM445923","GSM446023","GSM446027","GSM446058","GSM446059","GSM446096","GSM446099","GSM446115","GSM446117","GSM446118","GSM446124","GSM446130","GSM446137","GSM446140","GSM446142","GSM446145","GSM446148","GSM446149","GSM446151","GSM445922","GSM445935","GSM445938","GSM445943","GSM445950","GSM445959","GSM445964","GSM445970","GSM445972","GSM445983","GSM445989","GSM445990","GSM446010","GSM446017","GSM446025","GSM446034","GSM446051","GSM446054","GSM446055","GSM446057","GSM446066","GSM446067","GSM446123","GSM446125","GSM446128","GSM446129","GSM446139","GSM446146"
"OAT",7.705164013,6.742311365,7.091769684,7.450860376,8.164571259,9.091379766,5.869958482,7.987668385,8.013633371,7.098978625,7.022730479,8.355095966,8.442791418,7.603932523,8.136838543,8.151936865,7.286620413,9.093929815,8.939328417,6.376262484,6.473619281,7.959775023,8.388088816,9.112549162,7.382794136,7.244221268,9.185803665,6.796540499,7.5275601,8.951700837,7.431826862,7.735124388,6.98599873,7.415382346,6.825829072,7.942796783,7.975906843,6.940173518,10.26299551,6.791753878,8.471669979,5.75459375,9.149409237,6.513413735,7.571005227,6.70446038,6.761207306,9.615323474,9.688088141,9.916340228,9.561613856,9.29247934,8.645167279,9.320389186,9.971914135,8.638461116,9.093921344,8.309814243,9.973677011,8.168230304,8.778695515,9.292712471,9.4463989,8.784303873,8.908336648,9.282903156,9.285941267,9.456569815,9.634715956,8.834189341,8.899986908,7.896947452,9.618669656,9.357084491
"GAR1",8.229882242,7.126392345,8.627499151,8.501088079,8.027129383,7.926185681,7.587713159,8.151838801,8.368398599,8.095835004,8.842188362,8.569672182,8.441067745,8.194154086,8.356565451,8.657599481,7.128656245,8.210683597,8.676778172,9.365680027,8.6704533,8.708399619,8.40953248,8.742273566,8.165795892,7.536578726,7.782479978,8.580318561,7.70191048,8.621012608,7.556351616,8.076709529,8.236478419,8.721720584,8.380347422,8.648374657,8.718053829,8.410125558,8.286307472,8.141732084,8.333320313,7.12439251,8.355617652,8.37826314,8.445911066,7.367517938,9.380811673,8.325241672,9.257445877,8.35927772,8.099236671,8.457479518,8.634712531,9.839287821,8.537679436,8.01991707,7.8491367,8.061235991,8.053029757,8.386371956,7.655003518,8.665453567,9.048173451,8.611645776,8.650577966,8.500309968,8.375697272,8.623069457,8.253995129,8.372268672,8.787840601,7.751501481,7.809776708,8.661164332
"ADNP",6.502849835,6.712862797,7.580412925,7.799622947,7.398101453,6.954977289,7.622969417,7.995253188,7.792173452,7.863757297,9.002448654,8.645336854,7.816130879,7.627605731,8.681496232,9.4062007,7.933630548,8.731962111,8.372865724,7.537245008,7.420301432,7.46042088,7.64106563,8.3718537,8.149476156,7.382234755,7.815303042,8.344701746,7.482810452,8.680352873,7.644338687,7.518368518,7.877884231,7.961519694,7.75481544,8.063155573,7.695014949,8.18762429,7.86330721,8.014810892,8.075459727,6.485220806,7.943951471,8.101545605,6.998373678,6.145288795,8.785556493,7.402205193,7.858125851,8.028723103,8.026624168,7.888206232,8.276268615,9.322910254,8.296458486,7.443823619,7.531108666,8.2573835,7.935979537,8.423808966,7.025827664,8.683342236,7.461894648,7.795789427,9.097098204,8.361900364,7.846286019,7.955946137,7.541393965,8.406122478,8.453637715,8.707323067,7.870771149,8.564427116
"RTCB",8.226583226,7.818047108,8.809664813,8.847995718,8.433643925,7.849376383,7.333494884,8.443703584,8.879974649,7.96721378,9.353802304,9.83371979,8.630793884,7.840859099,8.705083227,8.651985782,7.927358745,8.442932076,8.667254114,8.828311055,8.269157465,8.072146433,9.027166094,8.458409383,8.692821206,8.231485113,8.432641459,8.880518022,7.794214915,8.464821743,7.459422765,7.693358783,7.634428081,7.799971638,8.302678223,8.361366499,8.505591814,8.166657002,8.298095205,8.183569234,8.644594954,7.538777691,8.108203737,7.978639893,8.02032305,7.250486097,9.048655386,8.325100882,8.258741918,8.471031163,8.362776716,9.003314377,8.662028524,9.082462488,8.437710258,7.535057228,8.280115192,8.106671575,8.006515956,9.083858185,7.755399968,8.10492519,8.237199858,8.545007671,8.597014788,8.712293942,8.426423672,8.125990255,8.206936754,8.475274107,8.334031215,9.172085146,8.396838576,8.75270693
"SLC9A3R1",8.757089286,7.36329873,8.441050744,8.609198543,8.671083177,9.125078291,7.591428451,8.559895447,8.361895327,7.435257778,8.249590614,8.599903858,8.570988287,7.868060545,8.122121183,7.938149819,8.693542064,8.721002674,9.012725428,8.791105841,9.014694466,8.734201379,8.223474442,8.715243544,9.105543251,8.320140471,9.154938247,8.326643545,7.291087755,7.850491315,7.24304631,7.588738431,7.567446863,7.319993769,7.362017968,7.343869939,7.327708217,7.614562355,8.033043585,7.76752717,7.983589872,6.992230714,7.476014709,7.185705777,7.028216385,7.039945022,8.320613424,8.268888077,8.032042262,8.385384722,8.199653185,8.478656591,7.684342544,8.399538761,7.818371038,7.804665938,7.187548767,8.115960332,7.775176404,7.654654053,7.044392762,8.424943431,8.22243745,7.678300301,8.159469754,7.898831105,8.161967691,8.514721386,8.323682631,8.256324718,7.906787127,8.606642907,8.687653708,8.521766603
"SLC38A1",8.061249221,9.162209953,10.36816437,9.976144962,9.051079308,8.401417319,8.701900164,10.02032484,6.971053194,10.00575389,11.15897021,9.694647461,10.41310729,9.733985248,10.42837748,11.16552655,9.363632244,9.542845778,10.21366134,10.32366311,9.809440095,9.494055829,8.288690422,10.73940166,9.722407438,8.562683403,8.914169285,6.268790149,6.819706821,8.06641255,8.342085984,7.032018644,8.208259678,7.487653408,8.324393424,7.485861627,8.253212894,5.852119688,8.54505123,7.972080485,7.647099528,6.604079186,7.085936101,10.1967037,7.563333447,7.668972364,8.20105383,8.133778566,8.098568911,8.986602576,7.789673607,7.843389796,7.800757982,7.876436067,8.715759843,8.795108107,7.585830414,9.554246844,8.722848201,6.930173735,7.657953929,8.7805359,8.847498259,8.755345229,8.48397235,8.599180336,8.929613279,8.079485277,7.410871212,9.053481557,8.112473492,5.991957301,7.637545543,8.173779246
"STOM",6.846169939,6.476101376,7.419336232,7.765984673,6.943691337,7.294450849,6.917522639,7.864833804,7.865441485,7.267008171,8.494941213,7.48188381,7.367463664,7.078756525,7.724562282,8.373026946,6.969267053,7.512531106,8.279299928,8.595788459,7.278411718,7.289978659,8.522838294,8.532862569,8.284407222,7.927984393,8.212426029,6.86649744,6.641696674,8.847267716,6.867408331,6.839325462,7.147683809,7.224241327,7.129015952,7.507763178,7.800775561,7.283698374,9.278808506,7.351487592,8.654450697,6.330924743,8.628461907,7.453878165,6.91359243,6.142223352,8.937577531,7.68589052,8.218238577,7.766373803,7.578031108,7.266981697,7.413290769,8.474018391,8.083808539,7.426889203,7.639622519,7.636232461,7.639528896,7.688365064,7.178411329,7.486477391,7.802250984,7.247998186,8.095126035,8.124599994,7.492734151,7.404273337,8.51847848,8.908066315,8.875285565,9.119862527,8.198292895,8.849608142
"CPSF6",8.633158579,7.817759758,9.216207547,8.98651165,8.324048114,8.520155524,8.661986982,8.785454054,8.202387207,8.79337747,10.17571257,9.851421099,9.542669152,8.618832602,9.482849564,9.307819633,7.956073624,9.609227259,9.8456597,9.496920611,9.12121031,8.772936931,8.527280333,9.180009455,9.494079521,9.243457445,8.66867235,9.019692859,8.604889348,10.00072281,8.674673139,8.465070812,8.493711445,8.513305509,8.712204223,9.091322549,9.003975493,8.816951972,8.356457451,8.838141703,8.83715383,7.126181154,8.394142285,9.199704647,8.900296502,7.699381816,9.45354499,8.721494497,8.617490394,9.894800368,8.376979681,9.278817124,9.704245087,9.245999373,9.720963043,10.09693714,8.495185068,9.254924108,8.916939085,9.324103927,8.340229604,9.205594379,9.117796513,9.376508235,9.913570461,9.975546369,9.701364342,8.82889734,8.910503452,8.870200756,9.189531177,10.20517319,9.835795797,9.263821978
"SRRM1",8.759616942,7.269261048,8.980647231,8.891874665,8.451337295,8.752279134,8.287269629,8.588485888,8.183541452,7.976143054,9.638626638,9.167410272,8.866815055,8.361798959,8.462716824,8.696977255,7.766336301,9.299371314,9.391460073,8.792713784,8.87594734,8.613412229,8.406533465,8.939427738,9.527472355,8.999506768,9.177357341,8.98809348,8.721657138,9.602528389,8.490503891,9.028032304,8.381861023,8.941749516,8.641442067,8.597795244,8.581142234,8.720425183,8.561376027,8.768151985,9.046930707,7.207822936,8.566447456,8.868982926,8.805253254,7.308745978,9.076923782,8.309457951,8.505413949,9.170501933,8.677801864,8.872471845,9.363124053,9.482664569,9.083612266,9.133758234,8.165354781,9.631275389,8.279955136,8.515357898,7.644984049,9.169783779,8.5699574,8.754581329,8.960769469,9.220931417,8.813204883,8.772738763,8.401747107,8.880938549,8.964209303,9.22535623,9.410806645,9.199363553
"ETHE1",7.760780491,6.719196184,7.926791771,8.295653309,7.720424364,8.225625687,7.228709605,7.903807337,8.166066691,7.82027838,7.802380068,8.307402735,7.724215186,8.043681686,7.390278375,7.627008795,7.897675992,7.786607553,8.567234144,8.430667819,8.147321998,8.178362225,8.371935698,8.573907099,8.711414261,7.989510112,7.515459179,9.208097861,7.813562845,8.025983681,7.456109955,7.674723508,7.741934492,7.913745047,8.407621929,8.541057575,8.436454095,8.103342186,8.22180475,8.178318192,8.552414164,7.042322388,7.910453369,8.09028543,8.133900759,7.140399054,7.84871447,8.156414347,7.728311321,7.55828686,7.827929724,8.07422816,7.660285479,8.36166615,8.002780699,7.931484908,7.776718672,8.244867968,7.076871465,8.007274602,7.048432106,8.253513468,8.113388337,8.467333642,8.236166757,8.457984712,7.846477454,7.82749112,8.168027733,8.56786673,7.837669409,7.919731,8.558890797,8.293355289
"CDC42SE2",7.345108894,7.882802742,8.750815252,9.747936143,7.24936506,7.650684455,7.596500435,8.919014294,8.586578082,9.979007016,11.33013106,11.05574225,10.14684699,7.665000801,9.861439589,9.907778579,9.437023636,10.83290028,9.043797762,9.173329493,8.494051224,8.04466217,8.365285522,8.553554119,8.79020347,9.190524961,10.07180483,8.053457139,9.019594069,10.13369517,8.65014209,8.032880286,9.507095099,7.954390845,8.704398196,8.728946427,8.929085619,8.038201416,8.184672341,9.730637605,10.15641018,8.391330837,8.012262004,10.43111296,9.150427381,7.340202021,10.42785297,7.842803067,10.37014783,9.431148864,8.107229597,8.253856277,8.053015148,7.876611287,8.580659137,7.683551675,9.966337828,10.30081825,8.559442044,7.808447999,9.79853799,10.52021072,7.891225077,8.505903012,8.674039862,9.612331886,8.611584231,7.836120901,8.751948582,8.51234468,8.107236364,9.325102961,8.67538317,8.836976675
"CGGBP1",7.583489531,7.473732023,8.486723318,9.04513428,8.548562857,7.544278895,6.745266343,7.711178156,8.483050407,7.735336087,9.109802171,8.706316997,8.347206672,7.817474937,8.900443514,8.989180615,7.656269706,9.039990735,8.691948359,8.057014257,7.796154321,8.425094185,8.30209121,8.855004138,8.480240245,7.667052104,8.79405982,9.479125995,7.402289286,8.190583869,8.214176299,8.083486386,8.235494073,8.614727952,8.820406925,8.557946972,8.416437739,9.013989237,8.285588615,9.147914674,8.10807168,7.458457604,8.526786175,8.906632827,7.912679471,7.247412605,9.961350453,7.930416829,8.603198056,8.812952011,8.63909159,8.063379082,8.690473937,9.616098934,8.518729446,7.587301789,7.568848727,8.107835233,7.5364424,7.608605744,7.359993198,8.013456067,7.995834927,7.969774818,8.131287421,7.572640573,7.92127037,8.815325179,7.956614523,8.133431085,8.920256243,8.500182584,7.88374584,9.236042138
"PLOD3",7.690098897,7.223873545,7.67226317,7.970800054,8.106800369,7.883863794,7.425119983,7.600350717,7.681667089,7.598097029,7.475698712,7.84848701,7.499490229,7.355075116,7.187863392,7.219572734,7.529773011,7.824129953,8.421279886,8.034631112,8.179796873,7.986535444,7.751792239,8.19815426,8.35628364,8.005108391,8.000703543,9.491736589,8.057175142,8.401327929,7.975197246,8.381368446,7.688168496,8.336507635,8.582480971,8.302222105,8.684081402,8.228187062,8.43303655,8.431863496,8.637039092,7.563803619,8.042873397,8.214761574,7.837152594,7.360355756,7.209628965,7.857740689,7.700113806,7.29519068,7.732433239,8.130712345,7.545579438,7.892181663,7.631614749,7.833326502,6.731048636,7.513116192,7.098684266,7.406929181,6.697438149,7.750341606,7.827461762,8.04897982,7.66500846,7.96085813,7.755704686,7.868538515,7.961325434,8.186082185,7.555451391,7.293667176,7.972116415,8.040768049
"GAB2",8.005283276,7.153442479,8.346372907,8.350809826,8.091807462,8.284851589,7.592391202,9.006093868,8.378184794,8.272639906,9.592062962,9.57375343,8.478104713,8.454013,9.615955914,9.824397382,8.848387053,9.809027396,9.711077815,8.386722981,8.397347019,8.487576491,8.087686249,8.295953971,8.887731985,8.561382239,8.445299852,8.651305954,8.629924494,8.871122507,9.257869046,8.750858819,8.067169692,8.421300954,8.781162963,8.447487191,8.855043681,8.437452173,8.125114522,8.701740619,8.303910699,7.429029631,8.353280702,8.925797161,8.819084333,7.513977457,8.156972288,7.670554368,7.850099442,8.516270965,7.955055792,8.238586283,9.070034306,8.226575768,8.652809465,8.39029745,8.033309989,8.823584609,8.416483908,8.402133884,7.203198683,8.60500654,7.77048843,8.736645472,8.962260468,9.564439821,8.629632631,8.060777301,8.114400155,7.985430253,7.919352834,8.745931405,8.820801172,8.037176001
"CORO1C",7.867160639,6.954811138,8.159975392,7.954052583,8.466699093,8.624223566,7.527285045,8.40436568,8.121448726,7.771650352,8.69347752,8.574063573,8.07283942,8.507023542,8.162938383,8.91054698,8.840597958,9.313097635,8.41902603,8.378706195,7.959366234,7.952128229,7.839648942,8.206918602,8.627790065,8.349782385,9.090556024,8.53877487,7.587041041,9.093652511,9.136964951,7.722732438,7.75366332,8.036461535,7.485869517,7.37434001,7.666430267,7.603542418,7.822616508,8.524871392,8.079419017,6.917175225,7.44196229,9.19552627,8.327652926,7.05441558,7.60830126,7.307805307,7.512148672,6.93339083,7.642871544,7.840762795,7.922130733,7.549698792,7.409339573,8.137094993,8.167551607,8.199897669,7.284641659,7.251694201,6.639238509,7.635011587,7.070289392,7.731873368,7.577928018,8.639399431,7.946603232,7.590337161,7.820795002,7.524699972,7.529771879,8.43435269,8.241758183,8.206849231
"MCM7",8.22698013,7.485942635,8.604727838,8.590479615,7.594647658,7.730764875,7.127717275,8.364556736,7.911679992,8.232876639,8.114558847,7.602314974,8.005131117,7.46994907,7.362688567,7.850525477,7.227214181,7.547593245,8.594888296,8.456840675,7.689466611,8.311574377,8.804698223,8.85472405,8.989060406,8.18256012,8.236351164,8.848724823,7.594671292,8.965842243,7.20752218,7.875090526,7.55158861,8.510598239,8.143890362,8.746780331,8.440706126,8.649400102,8.684548437,8.623532357,8.923726169,7.743839323,8.488596921,7.366933306,8.749261795,6.850739149,8.926986173,7.846305449,7.988404698,7.019574212,7.161374981,8.094639647,8.505623521,9.191599093,7.308136708,7.291924682,7.227048249,7.936097153,6.955521612,8.288485775,7.25850281,7.380163537,8.214388264,8.33567787,8.395829108,8.349998222,8.207902485,8.236489775,8.534795367,9.597321413,9.167625811,7.989079716,8.582608704,9.234552852
"CCDC59",7.910938398,7.444717774,8.234145744,8.602669309,8.460973136,8.705667958,8.205452994,8.890142653,7.920525289,8.596208632,9.099350544,8.942955414,8.829528929,8.701520316,8.1346094,8.477007237,8.49004136,8.917157669,8.540933278,9.068702421,8.779399095,8.180311564,7.64087438,8.343185036,8.523131346,8.771832753,8.469560728,7.774140264,7.809182441,8.57884073,7.912605111,8.270271356,7.693816055,7.855508541,7.506299526,7.904218735,7.774224067,7.893907344,7.896481229,7.919234678,7.776985191,7.288233182,7.580619362,8.038602405,8.045774286,7.242887681,8.726422776,8.811237895,8.124218836,9.393543083,8.460902231,8.059290455,8.943863993,8.648743197,9.243553185,8.902742087,8.546313782,9.271368064,8.944701608,8.543420348,7.647762579,9.349153323,7.851220276,8.436191513,9.010266474,8.710072014,8.456690941,8.085019844,7.882570481,7.913256582,8.190245041,8.169812433,8.318046999,8.136771724
"NRM",8.582808711,7.599097747,8.517548375,8.511291213,8.271810483,8.435515927,7.715060587,7.986502983,8.092694596,7.830539815,7.973507317,8.21781833,8.228369458,7.981903117,7.84260242,7.902934497,7.979475933,7.852953111,8.715064644,8.789416528,8.502925427,8.312149632,8.657877796,8.962797953,8.854615844,8.546296136,8.221095698,8.673713064,8.171613317,7.980534603,7.888077244,8.171794182,7.952027837,7.863382757,8.199532428,8.39774105,8.402716331,8.143221341,7.923964263,8.3730827,8.213920637,7.250035415,7.733608245,8.063787172,8.289485404,7.534197426,8.412034339,8.079292348,8.405697085,7.727754436,8.203307763,8.099900674,7.849905368,8.300907045,7.843845527,8.060237472,7.504244642,8.208756095,7.598970986,7.701544322,7.427393993,8.279846361,8.355499985,8.524513699,7.917191183,8.4529963,8.379177073,8.248167342,8.235068503,8.471673666,8.032879925,8.392674887,8.547665091,8.625496927
"TSG101",7.82730358,7.244312321,8.33036971,8.417985578,8.01741969,7.745020862,7.084161989,8.058748447,8.438471883,7.245449848,8.888331291,8.156891344,7.54805519,7.390302856,8.626583092,8.271263487,7.553395626,9.138491152,8.361006078,7.884546906,7.819062547,8.352850153,8.058655072,8.359103008,7.995066076,7.377157189,8.495756456,8.879670173,7.916079147,8.722277954,8.440127616,7.769557788,8.066529741,8.433788028,8.092421672,8.074491859,8.304142699,7.970889588,8.660982803,8.300726719,8.502551529,7.136244447,8.193689999,8.560178667,7.845455112,7.523893904,8.671152718,7.641466228,8.148389098,8.239882001,8.019429566,8.007902906,8.271844788,8.292798966,8.114039081,7.971073409,7.74059063,7.814285202,7.585837822,7.365141398,6.80007839,7.974297976,7.738514165,7.517692751,8.514314367,8.049692376,7.953183774,8.250787805,8.031832032,8.051751133,7.982845727,8.170812736,7.854564355,8.686091046
"SRP68",7.757886311,7.071898423,8.012045073,8.197626393,7.789102033,7.599779121,7.394985334,7.870514065,8.288418929,7.585113817,8.569362143,8.138037749,8.034245601,7.868319351,8.248395623,8.102130286,7.424045156,8.387763116,8.24528852,7.548614149,7.853237302,8.038313675,8.059643187,8.265613755,8.35982035,8.012401689,8.430140314,8.636342294,8.003749754,8.644849149,7.667386237,7.858583227,7.901662893,8.211496863,8.076816752,8.481272534,8.185813906,8.175690245,8.211969284,8.30368733,8.189881884,7.383409212,7.981609018,7.979449239,7.929126474,7.274995997,8.503257847,7.723429078,8.052660756,8.381116842,7.793439283,8.08583569,8.167529345,8.89423363,7.765469079,7.890067799,7.578088883,8.388224021,7.813047282,7.391973552,6.84148004,7.996483509,7.732551122,7.986447148,7.937614109,8.089748044,7.535124356,8.156419248,7.942267328,8.148858946,8.284337613,8.311726608,8.061475531,8.231718057
"GALNT7",7.845095877,6.821490945,8.286572133,8.896877751,7.505210987,6.629809035,6.174193878,7.366024548,8.096390407,7.198974783,8.403355613,6.974096822,7.497611911,6.407207733,7.465481114,7.405401999,5.803618926,7.131262378,7.26315308,7.702741257,7.238724074,7.838590045,8.114305591,9.048913957,7.767673718,6.744017102,8.44564565,9.150132159,7.484196638,8.335900389,8.134377129,7.801880586,8.358753492,8.757768551,8.646245264,8.80179624,8.583788102,8.815484082,8.176363224,8.966531189,8.675265164,7.251508285,8.685520078,9.097159736,7.88461746,7.13930058,9.317364828,7.990615731,8.770318913,7.626710841,8.696320845,8.314969728,7.757786013,10.00572403,7.467494933,6.017593263,6.415953526,7.399731468,7.000478886,7.292540194,7.340512033,6.985089339,8.584003895,6.75484432,7.55344367,6.906557904,6.984430898,8.186805673,7.680917519,9.119044464,9.02026704,8.423733923,6.932890066,8.961098473
"ATP6V1E1",7.953801059,7.69758377,8.741440971,8.711171547,8.597933024,8.176713852,7.038576935,8.267937809,8.870910435,7.719772113,9.384553331,8.789376674,8.583019177,7.735718377,9.191530564,8.582292703,8.34945296,9.211285473,8.616523853,8.337660416,8.099826509,8.450586976,8.574037081,8.47053302,8.405787373,8.33264922,8.619199038,9.480951073,7.792155986,7.646615036,8.044250805,7.828662554,8.187201948,8.416410978,8.3080363,8.06344231,8.417951978,8.277890131,8.523670751,8.425914201,8.613556792,7.410378232,8.167839542,8.434131668,7.703424483,7.625534624,8.748097802,7.745185708,8.578009006,8.251842971,8.092185974,8.228349277,8.807960367,8.628004578,7.922864714,7.826598723,8.08591202,8.050359998,7.840534337,7.864316854,7.070051615,7.716593949,7.935518256,7.74743169,8.407916519,8.445614404,8.185364847,8.095947743,8.079091043,8.30877686,8.186679281,8.9568145,8.532053663,8.502621226
"KIT",7.984000601,7.408229667,8.689604907,9.206740319,7.039403739,5.850740754,6.526755418,8.059842413,6.958082118,7.503111553,8.814606159,7.140789318,7.707449243,6.757225125,7.523285388,8.561996151,6.497791727,7.636878921,8.486767458,6.639235227,6.996333433,8.618163809,8.522478646,9.271900838,8.760547248,7.01575925,7.776381991,6.276620308,6.907588344,6.74997396,7.296903086,7.169732262,8.07460013,8.550755673,8.184077461,8.26678013,7.684973419,8.467513828,7.39950673,8.063341342,7.933133238,7.382726598,8.033143321,7.644443894,6.610248878,5.709599739,9.050115705,7.001000033,8.150865785,7.905401064,6.809332733,7.044704227,9.455647197,10.65641988,7.496236487,6.936289769,6.82589697,7.555997724,6.86307472,6.303685722,6.402800249,8.066837353,7.839673935,7.382589026,8.210486579,7.64090327,7.907995553,7.355854158,7.281289037,10.07365261,8.76474743,10.00221307,8.521272781,8.064109821
"DUT",11.03492981,10.33036114,10.95312913,11.00504479,10.90315859,9.873109296,9.544946811,10.63018726,10.06528485,10.32726096,10.94975869,10.72925034,11.60394951,10.66356116,10.45441218,10.81162903,9.361453279,10.20546411,11.0469082,11.91187913,10.9772514,11.1608304,10.65413534,10.95030338,10.45784471,10.16039731,10.08766535,11.47751694,9.650870847,10.81676704,10.36741102,9.976511159,10.66360221,10.92971495,10.77995344,11.15354703,10.79646731,10.70747433,10.20518409,11.01352182,10.73715089,9.119128762,10.56384794,10.7765593,11.03023091,9.424704442,11.97268902,10.53489802,10.96115592,9.606647106,10.30283702,10.79706108,10.71637806,12.05386969,11.07227241,9.704889737,10.17656372,9.354748877,9.811986568,10.88115586,10.24956254,10.47394325,11.61457661,10.90996529,10.27699663,11.25061458,9.981354874,10.60626652,10.13117389,10.35724905,10.82247854,9.760672916,9.933024934,10.90033868
"ASH2L",8.321456259,7.819095296,8.543587942,8.664427552,8.333016964,7.683745677,7.332725938,7.969425059,8.585668467,7.615735614,8.25706201,7.909249258,8.16389981,7.552808048,8.0552296,8.371731647,7.482754787,8.147746333,8.193122994,7.952926884,7.735005846,8.250734246,8.596946425,8.781872494,8.109474923,8.016693987,8.533492474,8.861106389,7.706195405,8.37270851,7.852916134,8.205645097,8.226870392,8.568805082,8.338972809,8.611036152,8.600894148,8.697627699,8.668339993,8.628146198,8.739976549,8.295648651,8.789289639,8.260546304,8.223963473,7.954392373,9.300305949,7.933419608,9.08579694,8.341185477,8.275508338,8.459501968,8.306514651,9.312925043,8.094690021,7.731515837,7.890643908,7.661837276,7.733863326,7.624854906,7.771929667,7.935830082,8.358617719,7.499139527,8.004311026,8.103135109,7.810599665,8.672234147,8.576396959,8.644618956,8.96700399,8.984376199,8.36643166,9.657021716
"ZNF266",7.929733189,8.324483231,8.108988016,8.258485315,8.086814794,7.444927168,8.592127055,7.898949518,6.916204855,8.037664819,9.412857368,8.628023192,8.144738467,8.188647864,8.562196253,8.817938542,7.562438024,8.579253213,8.287251288,8.11511109,7.878831493,8.72495028,8.023826253,8.734074001,8.23874238,7.957107498,8.210477755,8.317257142,8.954356294,8.973321702,9.131552835,8.674772879,9.027098165,9.418443635,8.14942814,8.144246612,8.108632496,8.313683769,8.974057765,8.716921048,9.040082848,7.384644691,8.435457077,8.919849082,7.605169532,7.857593296,8.711525947,8.35279494,7.78351675,8.651773537,8.025705891,8.829456984,9.124805447,8.970476605,8.435457914,8.711566681,8.527982503,8.655772772,8.193583054,8.423182363,7.24647779,8.682563787,8.273270163,8.43831677,8.808526342,8.515645698,8.444158231,8.295955499,7.908773331,8.984870046,8.492658914,9.658983484,8.52535094,8.753761141
"PSMD8",8.841532633,7.648322772,9.17500113,9.149687488,8.75376825,8.944514697,8.079006414,9.168007727,9.196951816,8.615771675,8.993910025,9.111112368,8.873257543,8.528396337,8.491733587,8.852598029,8.502974554,9.085058071,9.227270352,9.339828544,8.838757263,8.870116287,8.773120216,9.158067005,9.384787722,9.245449982,9.214320946,10.0267618,8.822877133,9.438656631,8.168964613,8.767247476,8.240660777,9.106368392,8.824322103,9.344807777,9.077062704,9.127778065,9.298086382,9.151245517,9.388224302,8.188359457,8.892430377,8.724000258,9.19095192,7.776644203,9.344427286,8.870554534,8.769933113,9.349080544,8.657104301,9.076305904,9.119808012,8.932963661,8.838740953,8.306617568,8.475117753,9.116495252,8.571346597,8.883528541,8.152885256,9.1777617,8.597445983,8.990186806,9.280179845,9.338204987,8.539173294,8.798485251,9.152144027,9.0382796,8.887674242,9.217778568,9.148336513,9.240411858
"CA1",6.889866921,6.976230089,5.91692624,7.671254619,6.603553476,8.885606427,9.68477185,7.29164529,6.685007492,6.473187503,7.413680291,7.421852121,6.845014378,9.171593215,10.63337068,7.193036947,8.239199023,8.144227055,8.243616039,6.53289511,6.575583111,6.986656427,9.658689455,7.903724989,8.480303174,6.825540881,6.739460773,6.763140726,8.264759666,11.54181305,6.924063768,6.464101671,7.656840832,6.597480248,7.428015133,9.606408036,10.28942525,9.263982977,13.05055716,7.897371419,11.81517256,7.347537198,11.60752782,7.349363573,8.043848921,7.876855743,7.549950323,6.485009381,8.423853269,6.504312636,6.506943256,6.180494015,6.868230048,7.785786021,6.730775754,9.735743409,11.97169442,9.303227974,10.00219228,7.104009857,9.035972099,8.393978364,6.935741653,7.973035074,8.086550844,6.73886752,7.807413442,6.642337323,10.82290497,9.512336394,9.32229538,7.746584298,10.38389706,10.47049482
"DDX41",7.845654245,7.027117337,7.871145024,8.046995607,7.822173509,8.033313925,7.714405106,7.91981963,7.942200169,7.326453214,7.635107828,6.970893522,7.793920891,7.355620972,7.309911371,7.04901305,7.376492081,7.936775125,7.765113614,7.747458559,7.713589607,8.040880674,8.060780831,7.95252764,8.049296406,8.175830168,7.956906911,8.463255127,8.44875662,8.631606158,8.245702456,8.554489383,8.124553835,8.824288556,7.984087292,7.907093548,8.011506684,8.382967494,8.252392947,8.208002446,8.463933514,7.414783611,8.128908849,8.06383479,8.256135425,7.532159537,8.065387617,7.66339665,7.888848095,7.9350384,7.558910527,8.332623071,7.972264256,8.547279552,7.777583005,7.726104912,7.278262568,7.430622146,7.319526151,7.679908343,6.953362726,7.314647605,8.259641939,7.964496589,7.526416073,7.903072106,7.966174329,8.105609248,7.594025753,8.629969292,8.281330599,8.640354101,8.094564752,8.38883647
"GRHPR",8.735618583,7.207713063,9.176726447,9.077982512,8.479815496,8.106953397,7.554909006,9.155631367,8.589779197,8.544741028,8.256123947,8.909703856,9.153189633,7.991955215,8.105386248,8.283302204,8.556781771,8.161616295,9.119882683,9.20781874,9.24832304,8.762907601,8.576800377,9.033761122,9.323329327,8.645747703,8.531691083,9.458135345,8.161663411,8.458747682,7.63255864,8.216628198,8.105285784,8.689257819,8.66211768,8.596579556,8.541501243,8.546507688,8.359401667,8.348278907,8.899176916,7.736095942,8.341880884,8.543681233,8.390012803,7.029088101,8.977981335,8.685145811,8.236972799,8.77853647,8.154920193,8.757207228,8.464349534,8.857388181,8.908623501,7.707099311,8.141810612,8.526545799,7.784262329,8.807956783,8.024717183,8.742440657,8.116218412,8.655976787,8.581993594,9.126641476,8.267465367,8.245326229,8.276536373,8.95188048,8.219498119,8.914551046,9.01447989,9.062879806
