"","GSM330464","GSM330465","GSM330466","GSM330467","GSM330468","GSM330469","GSM330470","GSM330471","GSM330472","GSM330473","GSM330474","GSM330475","GSM330476","GSM330477","GSM330478","GSM330479","GSM330480","GSM330481","GSM330482","GSM330483","GSM330484","GSM330485","GSM330486","GSM330487","GSM330488","GSM330489","GSM330490","GSM330491","GSM330427","GSM330428","GSM330429","GSM330430","GSM330431","GSM330432","GSM330433","GSM330434","GSM330435","GSM330436","GSM330437","GSM330438","GSM330439","GSM330440","GSM330441","GSM330442","GSM330443","GSM330444","GSM330445","GSM330446","GSM330447","GSM330448","GSM330449","GSM330450","GSM330451","GSM330452","GSM330453","GSM330454","GSM330455","GSM330456","GSM330457","GSM330458","GSM330459","GSM330460","GSM330461","GSM330462","GSM330463","GSM330387","GSM330388","GSM330389","GSM330390","GSM330391","GSM330392","GSM330393","GSM330394","GSM330395","GSM330396","GSM330397","GSM330398","GSM330399","GSM330400","GSM330401","GSM330402","GSM330403","GSM330404","GSM330405","GSM330406","GSM330407","GSM330408","GSM330409","GSM330410","GSM330411","GSM330412","GSM330413","GSM330414","GSM330415","GSM330416","GSM330417","GSM330418","GSM330419","GSM330420","GSM330421","GSM330422","GSM330423","GSM330424","GSM330425","GSM330426"
"PLAC8",0.750414252281189,0.802240788936615,0.806136727333069,0.8405402302742,0.811964273452759,0.80661940574646,0.789302408695221,0.824230372905731,0.785777866840363,0.818578064441681,0.833443224430084,0.820516884326935,0.833930671215057,0.79220700263977,0.784105956554413,0.799611568450928,0.82734590768814,0.80661940574646,0.803171515464783,0.830106854438782,0.823215544223785,0.817759454250336,0.785382211208344,0.8035227060318,0.781692028045654,0.81158173084259,0.769129276275635,0.826444566249847,0.826744019985199,0.807714223861694,0.847158670425415,0.843049168586731,0.808574259281158,0.80131858587265,0.816947937011719,0.695197463035583,0.822354674339294,0.832476675510406,0.785876989364624,0.803875207901001,0.831520915031433,0.814030885696411,0.831679463386536,0.783910870552063,0.860094845294952,0.816947937011719,0.78313410282135,0.822069525718689,0.81429237127304,0.819958806037903,0.770075619220734,0.803171515464783,0.744367718696594,0.84526413679123,0.810694873332977,0.660187721252441,0.809069097042084,0.829485714435577,0.714334785938263,0.840188086032867,0.826444566249847,0.747140347957611,0.83827793598175,0.79476112127304,0.75377345085144,0.65275776386261,0.797599911689758,0.793476402759552,0.742273807525635,0.741997122764587,0.794009804725647,0.741997122764587,0.743596136569977,0.555009067058563,0.557782411575317,0.703065395355225,0.783424735069275,0.716913163661957,0.813639998435974,0.804583847522736,0.692511320114136,0.708377063274384,0.778582990169525,0.702118992805481,0.709198236465454,0.727583467960358,0.79422390460968,0.767512261867523,0.795084774494171,0.695348024368286,0.782074749469757,0.698902368545532,0.759340226650238,0.788283705711365,0.725851595401764,0.70518946647644,0.790124356746674,0.71024477481842,0.70138680934906,0.818441152572632,0.750635504722595,0.683912813663483,0.74103307723999,0.789302408695221,0.769903004169464
"EIF3D",0.809816062450409,0.811964273452759,0.783424735069275,0.810568809509277,0.787274479866028,0.778862118721008,0.792417526245117,0.801778674125671,0.792945623397827,0.794545948505402,0.820237398147583,0.788283705711365,0.79074490070343,0.769989252090454,0.783424735069275,0.80154836177826,0.816947937011719,0.75384908914566,0.79584389925003,0.81494927406311,0.8035227060318,0.791160583496094,0.758866786956787,0.790848672389984,0.7838134765625,0.780173897743225,0.759419322013855,0.79660850763321,0.763848960399628,0.762787461280823,0.770248472690582,0.78121542930603,0.748077690601349,0.749533116817474,0.79422390460968,0.769644498825073,0.741239070892334,0.779422461986542,0.789609909057617,0.770335018634796,0.709143340587616,0.794545948505402,0.813380241394043,0.7555251121521,0.700554311275482,0.734732627868652,0.776922285556793,0.767090320587158,0.784105956554413,0.752643883228302,0.77998560667038,0.759498476982117,0.777105629444122,0.728269696235657,0.747140347957611,0.779141962528229,0.78657352924347,0.703012645244598,0.796061754226685,0.731239974498749,0.761654496192932,0.779703676700592,0.718833029270172,0.765085399150848,0.760133385658264,0.809069097042084,0.79660850763321,0.78265130519867,0.79368942975998,0.784497082233429,0.763276219367981,0.777934312820435,0.809441864490509,0.742273807525635,0.726097762584686,0.74635237455368,0.794976830482483,0.768275499343872,0.798377573490143,0.739396393299103,0.801894009113312,0.725851595401764,0.7838134765625,0.798824608325958,0.762543797492981,0.766167223453522,0.795192897319794,0.757457077503204,0.783716142177582,0.728770852088928,0.748948991298676,0.772607386112213,0.794653475284576,0.809317469596863,0.743037760257721,0.699056506156921,0.717492282390594,0.780835568904877,0.796061754226685,0.736645460128784,0.798043549060822,0.750046372413635,0.791996896266937,0.782747685909271,0.803640067577362
"PTMA",0.861245036125183,0.84526413679123,0.849297404289246,0.831520915031433,0.850289583206177,0.846205711364746,0.839837491512299,0.843231439590454,0.844333708286285,0.808574259281158,0.836747348308563,0.826894104480743,0.841964364051819,0.849494814872742,0.848317921161652,0.83574241399765,0.836243391036987,0.89325624704361,0.840188086032867,0.828104138374329,0.844704568386078,0.8405402302742,0.866044878959656,0.8527250289917,0.855029225349426,0.842324316501617,0.857188284397125,0.83574241399765,0.85170066356659,0.83057564496994,0.824376285076141,0.871209681034088,0.849891185760498,0.8405402302742,0.83708506822586,0.818715214729309,0.8403639793396,0.841784954071045,0.838794469833374,0.853972971439362,0.853346407413483,0.838449776172638,0.817895352840424,0.836579024791718,0.833767890930176,0.859639942646027,0.838106453418732,0.820237398147583,0.830889582633972,0.838449776172638,0.85089111328125,0.837764620780945,0.858738720417023,0.855242311954498,0.842867374420166,0.823359847068787,0.838967382907867,0.85170066356659,0.846016466617584,0.855242311954498,0.834420919418335,0.8527250289917,0.870674729347229,0.855242311954498,0.844890654087067,0.821078419685364,0.829951167106628,0.843414068222046,0.849891185760498,0.85089111328125,0.856100797653198,0.832958579063416,0.825848758220673,0.86679470539093,0.8405402302742,0.852313578128815,0.809816062450409,0.87040889263153,0.852931559085846,0.856316983699799,0.824962377548218,0.861245036125183,0.842144131660461,0.846016466617584,0.863363921642303,0.814554631710052,0.853554666042328,0.853763520717621,0.82555228471756,0.841249167919159,0.866293907165527,0.850289583206177,0.870674729347229,0.826744019985199,0.840893924236298,0.887359499931335,0.801433384418488,0.834585011005402,0.836243391036987,0.847350716590881,0.83574241399765,0.845639407634735,0.83827793598175,0.834749341011047,0.837594211101532
"HLA-C",0.754760563373566,0.813510000705719,0.728207170963287,0.803405523300171,0.768701612949371,0.786873400211334,0.783716142177582,0.775828421115875,0.778862118721008,0.736579060554504,0.783618927001953,0.782747685909271,0.749972939491272,0.793476402759552,0.77849006652832,0.817488133907318,0.802938044071198,0.756217241287231,0.782362639904022,0.787073731422424,0.79562646150589,0.795084774494171,0.762543797492981,0.766250848770142,0.75384908914566,0.74130779504776,0.721075415611267,0.76683783531189,0.680210411548615,0.79074490070343,0.822640717029572,0.725483238697052,0.758395075798035,0.683212339878082,0.795952796936035,0.764259696006775,0.761815667152405,0.744508504867554,0.811327517032623,0.71337229013443,0.74887615442276,0.76650208234787,0.79074490070343,0.713315904140472,0.750046372413635,0.687365055084229,0.778862118721008,0.726159334182739,0.787174046039581,0.79476112127304,0.804940044879913,0.814686000347137,0.757145941257477,0.767766118049622,0.712303876876831,0.689384639263153,0.729084968566895,0.754379987716675,0.77849006652832,0.745073080062866,0.771029531955719,0.761252343654633,0.694596648216248,0.749094784259796,0.773760259151459,0.737980425357819,0.806861698627472,0.745924592018127,0.63906592130661,0.767766118049622,0.723473906517029,0.796280145645142,0.784008383750916,0.635033786296844,0.655161142349243,0.669953465461731,0.780362546443939,0.731559693813324,0.79916113615036,0.63772451877594,0.78767704963684,0.674229919910431,0.756294369697571,0.800064027309418,0.735520899295807,0.800974905490875,0.811073958873749,0.724444627761841,0.778862118721008,0.752269566059113,0.712865233421326,0.727024495601654,0.757457077503204,0.817352771759033,0.700295031070709,0.717492282390594,0.767343282699585,0.75115317106247,0.763357877731323,0.780362546443939,0.776282966136932,0.790021240711212,0.813121259212494,0.722870528697968,0.808204770088196
"IMPDH2",0.812476754188538,0.81158173084259,0.80734795331955,0.791577935218811,0.798489153385162,0.772519171237946,0.774475455284119,0.778397262096405,0.802821457386017,0.754228055477142,0.808450937271118,0.757223665714264,0.809941112995148,0.781883180141449,0.7874755859375,0.772695660591125,0.81803148984909,0.756294369697571,0.786773324012756,0.774654924869537,0.805178225040436,0.775647103786469,0.788283705711365,0.805297553539276,0.800064027309418,0.785579860210419,0.7838134765625,0.810694873332977,0.791787207126617,0.789815366268158,0.772254884243011,0.77904862165451,0.740758955478668,0.781405806541443,0.802356660366058,0.738787770271301,0.75256896018982,0.800632357597351,0.783424735069275,0.803054690361023,0.770248472690582,0.800746440887451,0.812348365783691,0.769730627536774,0.729147911071777,0.762706160545349,0.778211832046509,0.755601823329926,0.793370008468628,0.745924592018127,0.758159935474396,0.749533116817474,0.793263792991638,0.737712383270264,0.782266616821289,0.692659378051758,0.813639998435974,0.712977766990662,0.781405806541443,0.771465718746185,0.779797554016113,0.763031601905823,0.768701612949371,0.79074490070343,0.792312204837799,0.810821056365967,0.827044427394867,0.81158173084259,0.843231439590454,0.816678941249847,0.823215544223785,0.782074749469757,0.79074490070343,0.774385809898376,0.727583467960358,0.778675973415375,0.774117290973663,0.789302408695221,0.813250660896301,0.788588345050812,0.75256896018982,0.79638946056366,0.810821056365967,0.824668884277344,0.792628467082977,0.743037760257721,0.81158173084259,0.808697700500488,0.78064614534378,0.741239070892334,0.80565631389618,0.799611568450928,0.811327517032623,0.823649108409882,0.758473575115204,0.663065373897552,0.679616391658783,0.771815776824951,0.827044427394867,0.779891550540924,0.818441152572632,0.78265130519867,0.806136727333069,0.813380241394043,0.828868985176086
"EMP3",0.78879189491272,0.744578957557678,0.768190443515778,0.76133269071579,0.764424383640289,0.834420919418335,0.765666723251343,0.765749990940094,0.757145941257477,0.745924592018127,0.735982835292816,0.755755364894867,0.784301340579987,0.807959198951721,0.793157637119293,0.7838134765625,0.747572124004364,0.829022765159607,0.763603150844574,0.775104880332947,0.770855486392975,0.776374042034149,0.826295256614685,0.812991976737976,0.794009804725647,0.808574259281158,0.79252290725708,0.73966783285141,0.761977076530457,0.763766944408417,0.771116614341736,0.754379987716675,0.817488133907318,0.715075075626373,0.77349317073822,0.772872388362885,0.736645460128784,0.712640464305878,0.791682541370392,0.656794488430023,0.702118992805481,0.750931084156036,0.738518118858337,0.802356660366058,0.728269696235657,0.802588820457458,0.736181259155273,0.832797646522522,0.744156837463379,0.733623504638672,0.759340226650238,0.822069525718689,0.819958806037903,0.78767704963684,0.817623674869537,0.812991976737976,0.78265130519867,0.78459507226944,0.750487983226776,0.771029531955719,0.741445422172546,0.82734590768814,0.762057900428772,0.795084774494171,0.793902933597565,0.823359847068787,0.781405806541443,0.743526220321655,0.66747134923935,0.79022753238678,0.652875244617462,0.777289271354675,0.78178757429123,0.797047972679138,0.810821056365967,0.790021240711212,0.733623504638672,0.82192724943161,0.766753852367401,0.730412065982819,0.807836651802063,0.800518453121185,0.721611618995667,0.737645447254181,0.796937942504883,0.789712607860565,0.794438481330872,0.751005053520203,0.708377063274384,0.752419173717499,0.749899506568909,0.78797996044159,0.781310558319092,0.797599911689758,0.785086333751678,0.751598596572876,0.74750006198883,0.80625718832016,0.796718180179596,0.756448745727539,0.707886517047882,0.811200618743896,0.729905009269714,0.734667122364044,0.778769016265869
"YWHAQ",0.773226737976074,0.795409440994263,0.74373608827591,0.779141962528229,0.790848672389984,0.794009804725647,0.78767704963684,0.788182377815247,0.766167223453522,0.769386649131775,0.802125096321106,0.793370008468628,0.76343959569931,0.779516100883484,0.770508229732513,0.804940044879913,0.792312204837799,0.759419322013855,0.786673367023468,0.792101919651031,0.80637776851654,0.794545948505402,0.774117290973663,0.81183660030365,0.791577935218811,0.79562646150589,0.764013051986694,0.767596781253815,0.765583515167236,0.78459507226944,0.759577631950378,0.691429674625397,0.77849006652832,0.711409986019135,0.815345644950867,0.778119266033173,0.748585224151611,0.76189637184143,0.817352771759033,0.71778267621994,0.741720974445343,0.788283705711365,0.806016385555267,0.799498796463013,0.723715960979462,0.764589309692383,0.79584389925003,0.803640067577362,0.80154836177826,0.728770852088928,0.777381181716919,0.761815667152405,0.802821457386017,0.744297385215759,0.795301139354706,0.803405523300171,0.790124356746674,0.76311308145523,0.73644632101059,0.730666279792786,0.793476402759552,0.796280145645142,0.751079082489014,0.787274479866028,0.81183660030365,0.785976231098175,0.814030885696411,0.787374973297119,0.753924787044525,0.799386143684387,0.766921937465668,0.805178225040436,0.777565240859985,0.720837712287903,0.70903366804123,0.758552134037018,0.775466084480286,0.768360555171967,0.788081109523773,0.748005330562592,0.807959198951721,0.751005053520203,0.78303736448288,0.791996896266937,0.741997122764587,0.769558489322662,0.78637409210205,0.767596781253815,0.799724519252777,0.753471255302429,0.76500254869461,0.771815776824951,0.746924936771393,0.812862932682037,0.723897755146027,0.601067662239075,0.769386649131775,0.800064027309418,0.808327734470367,0.762219667434692,0.804347038269043,0.81094741821289,0.795735120773315,0.803405523300171,0.811200618743896
"IFITM3",0.741789937019348,0.788385152816772,0.738855242729187,0.772254884243011,0.775104880332947,0.833281397819519,0.807959198951721,0.755142271518707,0.808697700500488,0.790537655353546,0.753471255302429,0.714051067829132,0.799386143684387,0.783230900764465,0.779516100883484,0.758316695690155,0.76262491941452,0.841427385807037,0.767343282699585,0.776830732822418,0.745002388954163,0.744508504867554,0.740144073963165,0.805776178836823,0.753924787044525,0.762950122356415,0.800064027309418,0.711744546890259,0.736844837665558,0.772254884243011,0.710687577724457,0.846967160701752,0.820937752723694,0.806861698627472,0.764259696006775,0.630735039710999,0.692363381385803,0.770855486392975,0.691625773906708,0.794976830482483,0.822784066200256,0.756758153438568,0.70232880115509,0.800746440887451,0.815345644950867,0.797710657119751,0.741514265537262,0.756990671157837,0.71778267621994,0.819680988788605,0.792417526245117,0.782458782196045,0.769816756248474,0.810694873332977,0.772254884243011,0.657837986946106,0.720541179180145,0.749533116817474,0.691871285438538,0.7821706533432,0.770638346672058,0.661744117736816,0.767427742481232,0.800632357597351,0.727272689342499,0.664438307285309,0.768701612949371,0.760292589664459,0.693451285362244,0.779516100883484,0.816410779953003,0.776556551456451,0.757223665714264,0.836747348308563,0.807226181030273,0.785480976104736,0.743386447429657,0.801089346408844,0.774565160274506,0.755448460578918,0.749313771724701,0.798266112804413,0.783424735069275,0.741858959197998,0.815876722335815,0.733883678913116,0.795409440994263,0.82178521156311,0.779891550540924,0.813510000705719,0.81170904636383,0.74628096818924,0.79476112127304,0.763930976390839,0.779516100883484,0.745143830776215,0.752643883228302,0.778862118721008,0.728207170963287,0.85149747133255,0.795301139354706,0.791577935218811,0.819404006004333,0.76409524679184,0.790641248226166
"UQCRFS1",0.797378778457642,0.785579860210419,0.79871267080307,0.77199125289917,0.800518453121185,0.79476112127304,0.785976231098175,0.77199125289917,0.801203906536102,0.773138046264648,0.777013957500458,0.799837529659271,0.779235363006592,0.789302408695221,0.801894009113312,0.799498796463013,0.778026759624481,0.762868762016296,0.79147344827652,0.772519171237946,0.783424735069275,0.819404006004333,0.786075592041016,0.79422390460968,0.785876989364624,0.795192897319794,0.781883180141449,0.79033076763153,0.76683783531189,0.804465413093567,0.826744019985199,0.781120300292969,0.804228901863098,0.720897138118744,0.829331159591675,0.80956643819809,0.76311308145523,0.799273550510406,0.813639998435974,0.779141962528229,0.7838134765625,0.782844185829163,0.789609909057617,0.813250660896301,0.79022753238678,0.781405806541443,0.834257185459137,0.800974905490875,0.813121259212494,0.794653475284576,0.798266112804413,0.828409314155579,0.80625718832016,0.76550030708313,0.751896381378174,0.81803148984909,0.777473211288452,0.759577631950378,0.823504328727722,0.772783994674683,0.78303736448288,0.824522495269775,0.76434201002121,0.808821320533752,0.81158173084259,0.808450937271118,0.81494927406311,0.819404006004333,0.77849006652832,0.799724519252777,0.792417526245117,0.802705109119415,0.822069525718689,0.718657433986664,0.799611568450928,0.768616259098053,0.782458782196045,0.785976231098175,0.798154771327972,0.775195062160492,0.817623674869537,0.765417218208313,0.809816062450409,0.796280145645142,0.765417218208313,0.818167865276337,0.812476754188538,0.77190351486206,0.79476112127304,0.79476112127304,0.780173897743225,0.789609909057617,0.762787461280823,0.802009463310242,0.79562646150589,0.630178272724152,0.80154836177826,0.81614339351654,0.8240846991539,0.77349317073822,0.816276967525482,0.817488133907318,0.796718180179596,0.817082703113556,0.814686000347137
"CD69",0.80698299407959,0.818990111351013,0.762950122356415,0.545567750930786,0.723958432674408,0.733299016952515,0.800291001796722,0.794116795063019,0.695047080516815,0.66393780708313,0.763930976390839,0.736844837665558,0.709637999534607,0.768872499465942,0.694946825504303,0.681820094585419,0.80698299407959,0.814554631710052,0.657195091247559,0.778582990169525,0.766753852367401,0.749240696430206,0.781405806541443,0.776739299297333,0.723776519298553,0.820937752723694,0.742481768131256,0.745853424072266,0.686935484409332,0.70685601234436,0.635854959487915,0.585201382637024,0.794009804725647,0.834585011005402,0.797599911689758,0.688756883144379,0.748222529888153,0.573323905467987,0.749386847019196,0.708978831768036,0.809941112995148,0.667046964168549,0.79252290725708,0.555378675460815,0.686983168125153,0.788283705711365,0.638484716415405,0.802705109119415,0.75706833600998,0.823939263820648,0.707560360431671,0.607681751251221,0.603066861629486,0.758552134037018,0.718774437904358,0.496344298124313,0.786773324012756,0.746924936771393,0.779703676700592,0.814161539077759,0.817759454250336,0.624255836009979,0.825256824493408,0.510309934616089,0.738181829452515,0.796280145645142,0.630804777145386,0.763848960399628,0.817488133907318,0.827044427394867,0.777381181716919,0.83104693889618,0.80698299407959,0.80565631389618,0.784889578819275,0.814030885696411,0.579936802387238,0.67957079410553,0.832156896591187,0.818578064441681,0.768020510673523,0.777381181716919,0.799837529659271,0.797821462154388,0.798824608325958,0.777841925621033,0.777105629444122,0.763766944408417,0.81158173084259,0.789097905158997,0.800746440887451,0.831520915031433,0.828256607055664,0.813510000705719,0.760531842708588,0.877704381942749,0.690745115280151,0.78797996044159,0.70364660024643,0.824376285076141,0.804465413093567,0.802938044071198,0.804465413093567,0.769300758838654,0.808821320533752
"JTB",0.787174046039581,0.785184860229492,0.791787207126617,0.778582990169525,0.807226181030273,0.788893818855286,0.763357877731323,0.798266112804413,0.793902933597565,0.792945623397827,0.786075592041016,0.800291001796722,0.796280145645142,0.796827971935272,0.775104880332947,0.808327734470367,0.785777866840363,0.802009463310242,0.768787026405334,0.779141962528229,0.779516100883484,0.782362639904022,0.807714223861694,0.804702460765839,0.815081238746643,0.782555043697357,0.802588820457458,0.785480976104736,0.815345644950867,0.802472710609436,0.784203588962555,0.81006634235382,0.782747685909271,0.809317469596863,0.807226181030273,0.784497082233429,0.814554631710052,0.798377573490143,0.79486894607544,0.82192724943161,0.812605321407318,0.813639998435974,0.821501851081848,0.809941112995148,0.809069097042084,0.80746990442276,0.805297553539276,0.794438481330872,0.806016385555267,0.806498527526855,0.814554631710052,0.801433384418488,0.809069097042084,0.802821457386017,0.807836651802063,0.798043549060822,0.81094741821289,0.799498796463013,0.797378778457642,0.802240788936615,0.804465413093567,0.779891550540924,0.812092125415802,0.803757548332214,0.819680988788605,0.779516100883484,0.803405523300171,0.795301139354706,0.798600852489471,0.797599911689758,0.80698299407959,0.79283982515335,0.806498527526855,0.798600852489471,0.786274492740631,0.807959198951721,0.776282966136932,0.817623674869537,0.788588345050812,0.804702460765839,0.783424735069275,0.80698299407959,0.792417526245117,0.80131858587265,0.797158122062683,0.759182214736938,0.789815366268158,0.810191750526428,0.789097905158997,0.800974905490875,0.812734067440033,0.788385152816772,0.78879189491272,0.804821193218231,0.794116795063019,0.740622043609619,0.792628467082977,0.778769016265869,0.782362639904022,0.789815366268158,0.788385152816772,0.784301340579987,0.785382211208344,0.798824608325958,0.782940745353699
"SAT1",0.763930976390839,0.723534405231476,0.798377573490143,0.721492290496826,0.784987926483154,0.79368942975998,0.855455994606018,0.764259696006775,0.78797996044159,0.69998449087143,0.709803223609924,0.80734795331955,0.757223665714264,0.817759454250336,0.820377051830292,0.805297553539276,0.703964531421661,0.79486894607544,0.772783994674683,0.757301449775696,0.760133385658264,0.829176843166351,0.820797264575958,0.766669869422913,0.749386847019196,0.818167865276337,0.823794066905975,0.814423382282257,0.696810901165009,0.793370008468628,0.836243391036987,0.837254405021667,0.833119809627533,0.70551061630249,0.835244417190552,0.848904132843018,0.737244546413422,0.676364064216614,0.837935388088226,0.739125549793243,0.768020510673523,0.594067752361298,0.703170895576477,0.784008383750916,0.771291017532349,0.765749990940094,0.824668884277344,0.75256896018982,0.801894009113312,0.826744019985199,0.800860583782196,0.862887501716614,0.716163694858551,0.768616259098053,0.611036896705627,0.778026759624481,0.581172585487366,0.734863698482513,0.853554666042328,0.761815667152405,0.715132176876068,0.850690066814423,0.716509103775024,0.793263792991638,0.717550337314606,0.820377051830292,0.727894961833954,0.800177454948425,0.749899506568909,0.757768988609314,0.679342985153198,0.836916029453278,0.831679463386536,0.845639407634735,0.843964576721191,0.81094741821289,0.742066264152527,0.76262491941452,0.767090320587158,0.798936665058136,0.809691190719604,0.77042156457901,0.805178225040436,0.774027943611145,0.842867374420166,0.852931559085846,0.794653475284576,0.79660850763321,0.817623674869537,0.82178521156311,0.758630692958832,0.81006634235382,0.644903004169464,0.758709371089935,0.822640717029572,0.885977029800415,0.824522495269775,0.8405402302742,0.803757548332214,0.826594173908234,0.842324316501617,0.78459507226944,0.752120196819305,0.762462675571442,0.792628467082977
"CAP1",0.802588820457458,0.832797646522522,0.783910870552063,0.826894104480743,0.80661940574646,0.831997454166412,0.800974905490875,0.803992927074432,0.806740462779999,0.81803148984909,0.82164341211319,0.806740462779999,0.823939263820648,0.822354674339294,0.822640717029572,0.811964273452759,0.814030885696411,0.824668884277344,0.817217648029327,0.823359847068787,0.822069525718689,0.809441864490509,0.808327734470367,0.819819748401642,0.800860583782196,0.826594173908234,0.816813349723816,0.803405523300171,0.776739299297333,0.771116614341736,0.789097905158997,0.827951967716217,0.79916113615036,0.773849427700043,0.757768988609314,0.759815514087677,0.779328882694244,0.797268390655518,0.743177115917206,0.760133385658264,0.800746440887451,0.775104880332947,0.774475455284119,0.760851562023163,0.843597173690796,0.805776178836823,0.762706160545349,0.832476675510406,0.755986094474792,0.779703676700592,0.829485714435577,0.77774965763092,0.793796122074127,0.798266112804413,0.824230372905731,0.83136260509491,0.803992927074432,0.811200618743896,0.781310558319092,0.797047972679138,0.782555043697357,0.769214987754822,0.818441152572632,0.764671802520752,0.765251159667969,0.793902933597565,0.802009463310242,0.798377573490143,0.795084774494171,0.781025350093842,0.791160583496094,0.788995802402496,0.795735120773315,0.818990111351013,0.837254405021667,0.834585011005402,0.830889582633972,0.808204770088196,0.795192897319794,0.827044427394867,0.816678941249847,0.832797646522522,0.805297553539276,0.719126105308533,0.792945623397827,0.820937752723694,0.797599911689758,0.79871267080307,0.815610826015472,0.838621973991394,0.81429237127304,0.75384908914566,0.798154771327972,0.79793244600296,0.824668884277344,0.761413037776947,0.836747348308563,0.800291001796722,0.798043549060822,0.826744019985199,0.784889578819275,0.78637409210205,0.727334797382355,0.786174952983856,0.781596541404724
"TMEM258",0.775556564331055,0.788081109523773,0.819404006004333,0.794331133365631,0.803054690361023,0.785579860210419,0.776100933551788,0.799273550510406,0.796718180179596,0.785876989364624,0.79476112127304,0.79273408651352,0.805776178836823,0.79074490070343,0.79252290725708,0.787174046039581,0.800518453121185,0.779235363006592,0.789097905158997,0.785480976104736,0.781596541404724,0.79074490070343,0.800291001796722,0.806498527526855,0.80661940574646,0.80661940574646,0.811964273452759,0.804110825061798,0.834585011005402,0.8240846991539,0.814554631710052,0.776009976863861,0.800291001796722,0.836243391036987,0.816544771194458,0.761735022068024,0.807226181030273,0.833443224430084,0.797378778457642,0.837424159049988,0.830106854438782,0.83574241399765,0.827951967716217,0.817895352840424,0.830889582633972,0.815743684768677,0.79916113615036,0.789302408695221,0.823215544223785,0.826295256614685,0.818715214729309,0.802356660366058,0.797821462154388,0.837764620780945,0.816678941249847,0.802356660366058,0.822640717029572,0.820097982883453,0.807104527950287,0.832797646522522,0.829795718193054,0.795301139354706,0.834914088249207,0.820797264575958,0.819404006004333,0.76262491941452,0.815743684768677,0.816410779953003,0.83827793598175,0.812991976737976,0.832476675510406,0.79022753238678,0.785876989364624,0.818715214729309,0.834420919418335,0.823215544223785,0.810191750526428,0.814030885696411,0.810568809509277,0.831520915031433,0.804940044879913,0.83574241399765,0.797378778457642,0.78479129076004,0.802588820457458,0.7821706533432,0.80759197473526,0.832316637039185,0.803992927074432,0.829951167106628,0.826444566249847,0.780173897743225,0.804347038269043,0.803875207901001,0.82292765378952,0.746709942817688,0.79562646150589,0.784987926483154,0.797489285469055,0.822784066200256,0.810317277908325,0.794009804725647,0.78848671913147,0.804821193218231,0.79584389925003
"SPCS1",0.720837712287903,0.762950122356415,0.782555043697357,0.800291001796722,0.79584389925003,0.778582990169525,0.774206757545471,0.796498894691467,0.785086333751678,0.804110825061798,0.795952796936035,0.80698299407959,0.78637409210205,0.791160583496094,0.779609858989716,0.812476754188538,0.777657389640808,0.770855486392975,0.777473211288452,0.797047972679138,0.769300758838654,0.79283982515335,0.784105956554413,0.798489153385162,0.787878930568695,0.784693121910095,0.775919198989868,0.804583847522736,0.793476402759552,0.814161539077759,0.789404809474945,0.779891550540924,0.793476402759552,0.802472710609436,0.809317469596863,0.769214987754822,0.80166345834732,0.799386143684387,0.79584389925003,0.804821193218231,0.809441864490509,0.806498527526855,0.808327734470367,0.812605321407318,0.791264772415161,0.800518453121185,0.80637776851654,0.821501851081848,0.811327517032623,0.807714223861694,0.803992927074432,0.785678803920746,0.79252290725708,0.80505907535553,0.804347038269043,0.811964273452759,0.799498796463013,0.80166345834732,0.78637409210205,0.803288459777832,0.81803148984909,0.780362546443939,0.80956643819809,0.810191750526428,0.813639998435974,0.731239974498749,0.804940044879913,0.78797996044159,0.797378778457642,0.779703676700592,0.789712607860565,0.79033076763153,0.76650208234787,0.780173897743225,0.78797996044159,0.809317469596863,0.784008383750916,0.804821193218231,0.770335018634796,0.795192897319794,0.776374042034149,0.817759454250336,0.777013957500458,0.770942509174347,0.812605321407318,0.764919757843018,0.78303736448288,0.803640067577362,0.788690030574799,0.798824608325958,0.796280145645142,0.762219667434692,0.721910357475281,0.788995802402496,0.784105956554413,0.699416756629944,0.780551552772522,0.781883180141449,0.767596781253815,0.777013957500458,0.789507329463959,0.763276219367981,0.769214987754822,0.791891992092133,0.783230900764465
